[E 260922 00:02:08 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/marketData/v1/optionGreek. Error: Invalid expiry date. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/marketData/v1/optionGreek, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'd2:ed:a5:12:11:ea', 'Accept': 'application/json', 'X-PrivateKey': 'MqNi8riq', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'name': 'NIFTY', 'expirydate': '29SEP26'}, Response: {'message': 'Invalid expiry date', 'errorcode': None, 'status': False, 'data': None}
[E 260922 00:02:50 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/marketData/v1/optionGreek. Error: Invalid expiry date. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/marketData/v1/optionGreek, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'd2:ed:a5:12:11:ea', 'Accept': 'application/json', 'X-PrivateKey': 'MqNi8riq', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'name': 'NIFTY', 'expirydate': '29SEP26'}, Response: {'message': 'Invalid expiry date', 'errorcode': None, 'status': False, 'data': None}
[E 260922 00:11:41 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/marketData/v1/optionGreek. Error: Invalid expiry date. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/marketData/v1/optionGreek, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'd2:ed:a5:12:11:ea', 'Accept': 'application/json', 'X-PrivateKey': 'MqNi8riq', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'name': 'NIFTY', 'expirydate': '29SEP26'}, Response: {'message': 'Invalid expiry date', 'errorcode': None, 'status': False, 'data': None}
[E 260922 10:13:01 smartWebSocketV2:87] Invalid initialization parameters. Provide valid values for all the tokens.
[E 260922 10:13:03 smartWebSocketV2:87] Invalid initialization parameters. Provide valid values for all the tokens.
[E 260922 10:14:32 smartWebSocketV2:87] Invalid initialization parameters. Provide valid values for all the tokens.
[E 260922 10:14:34 smartWebSocketV2:87] Invalid initialization parameters. Provide valid values for all the tokens.
[E 260922 10:14:38 smartWebSocketV2:87] Invalid initialization parameters. Provide valid values for all the tokens.
[W 260922 10:15:08 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:15:32 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:15:42 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:15:42 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:15:42 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:15:42 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:15:42 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:16:01 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:17:02 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:17:18 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:18:25 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:18:36 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:18:36 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:18:36 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:18:36 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:18:36 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:19:09 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:19:15 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:19:20 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:19:20 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:19:20 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:19:20 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:19:20 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:20:04 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:20:34 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[I 260922 10:25:06 smartConnect:496] Search successful. Found 6320 trading symbols for the given query:
    1. exchange: NFO, tradingsymbol: NIFTY06OCT2617850PE, symboltoken: 46918
    246. exchange: NFO, tradingsymbol: NIFTY06OCT2623950PE, symboltoken: 40792
    247. exchange: NFO, tradingsymbol: NIFTY06OCT2624000CE, symboltoken: 40793
    248. exchange: NFO, tradingsymbol: NIFTY06OCT2624000PE, symboltoken: 40794
    249. exchange: NFO, tradingsymbol: NIFTY06OCT2624050CE, symboltoken: 40801
    250. exchange: NFO, tradingsymbol: NIFTY06OCT2624050PE, symboltoken: 40802
    251. exchange: NFO, tradingsymbol: NIFTY06OCT2624100CE, symboltoken: 40803
    252. exchange: NFO, tradingsymbol: NIFTY06OCT2624100PE, symboltoken: 40804
    253. exchange: NFO, tradingsymbol: NIFTY06OCT2624150CE, symboltoken: 40809
    254. exchange: NFO, tradingsymbol: NIFTY06OCT2624150PE, symboltoken: 40810
    255. exchange: NFO, tradingsymbol: NIFTY06OCT2624200CE, symboltoken: 40811
    256. exchange: NFO, tradingsymbol: NIFTY06OCT2624200PE, symboltoken: 40812
    257. exchange: NFO, tradingsymbol: NIFTY06OCT2624250CE, symboltoken: 40813
    258. exchange: NFO, tradingsymbol: NIFTY06OCT2624250PE, symboltoken: 40814
    259. exchange: NFO, tradingsymbol: NIFTY06OCT2624300CE, symboltoken: 40817
    260. exchange: NFO, tradingsymbol: NIFTY06OCT2624300PE, symboltoken: 40818
    261. exchange: NFO, tradingsymbol: NIFTY06OCT2624350CE, symboltoken: 40819
    262. exchange: NFO, tradingsymbol: NIFTY06OCT2624350PE, symboltoken: 40820
    263. exchange: NFO, tradingsymbol: NIFTY06OCT2624400CE, symboltoken: 40821
    264. exchange: NFO, tradingsymbol: NIFTY06OCT2624400PE, symboltoken: 40822
    265. exchange: NFO, tradingsymbol: NIFTY06OCT2624450CE, symboltoken: 40823
    266. exchange: NFO, tradingsymbol: NIFTY06OCT2624450PE, symboltoken: 40824
    267. exchange: NFO, tradingsymbol: NIFTY06OCT2624500CE, symboltoken: 40825
    268. exchange: NFO, tradingsymbol: NIFTY06OCT2624500PE, symboltoken: 40826
    269. exchange: NFO, tradingsymbol: NIFTY06OCT2624550CE, symboltoken: 40827
    270. exchange: NFO, tradingsymbol: NIFTY06OCT2624550PE, symboltoken: 40828
    271. exchange: NFO, tradingsymbol: NIFTY06OCT2624600CE, symboltoken: 40831
    272. exchange: NFO, tradingsymbol: NIFTY06OCT2624600PE, symboltoken: 40834
    273. exchange: NFO, tradingsymbol: NIFTY06OCT2624650CE, symboltoken: 40835
    274. exchange: NFO, tradingsymbol: NIFTY06OCT2624650PE, symboltoken: 40836
    275. exchange: NFO, tradingsymbol: NIFTY06OCT2624700CE, symboltoken: 40844
    276. exchange: NFO, tradingsymbol: NIFTY06OCT2624700PE, symboltoken: 40845
    277. exchange: NFO, tradingsymbol: NIFTY06OCT2624750CE, symboltoken: 40846
    278. exchange: NFO, tradingsymbol: NIFTY06OCT2624750PE, symboltoken: 40851
    279. exchange: NFO, tradingsymbol: NIFTY06OCT2624800CE, symboltoken: 40852
    280. exchange: NFO, tradingsymbol: NIFTY06OCT2624800PE, symboltoken: 40857
    281. exchange: NFO, tradingsymbol: NIFTY06OCT2624850CE, symboltoken: 40858
    282. exchange: NFO, tradingsymbol: NIFTY06OCT2624850PE, symboltoken: 40860
    283. exchange: NFO, tradingsymbol: NIFTY06OCT2624900CE, symboltoken: 40861
    284. exchange: NFO, tradingsymbol: NIFTY06OCT2624900PE, symboltoken: 40862
    285. exchange: NFO, tradingsymbol: NIFTY06OCT2624950CE, symboltoken: 40863
    286. exchange: NFO, tradingsymbol: NIFTY06OCT2624950PE, symboltoken: 40864
    287. exchange: NFO, tradingsymbol: NIFTY06OCT2625000CE, symboltoken: 40865
    288. exchange: NFO, tradingsymbol: NIFTY06OCT2625000PE, symboltoken: 40866
    289. exchange: NFO, tradingsymbol: NIFTY06OCT2625050CE, symboltoken: 40867
    290. exchange: NFO, tradingsymbol: NIFTY06OCT2625050PE, symboltoken: 40868
    291. exchange: NFO, tradingsymbol: NIFTY06OCT2625100CE, symboltoken: 40869
    292. exchange: NFO, tradingsymbol: NIFTY06OCT2625100PE, symboltoken: 40870
    293. exchange: NFO, tradingsymbol: NIFTY06OCT2625150CE, symboltoken: 40871
    294. exchange: NFO, tradingsymbol: NIFTY06OCT2625150PE, symboltoken: 40872
    295. exchange: NFO, tradingsymbol: NIFTY06OCT2625200CE, symboltoken: 40873
    296. exchange: NFO, tradingsymbol: NIFTY06OCT2625200PE, symboltoken: 40874
    297. exchange: NFO, tradingsymbol: NIFTY06OCT2625250CE, symboltoken: 40875
    298. exchange: NFO, tradingsymbol: NIFTY06OCT2625250PE, symboltoken: 40876
    299. exchange: NFO, tradingsymbol: NIFTY06OCT2625300CE, symboltoken: 40877
    300. exchange: NFO, tradingsymbol: NIFTY06OCT2625300PE, symboltoken: 40878
    301. exchange: NFO, tradingsymbol: NIFTY06OCT2625350CE, symboltoken: 40879
    302. exchange: NFO, tradingsymbol: NIFTY06OCT2625350PE, symboltoken: 40880
    303. exchange: NFO, tradingsymbol: NIFTY06OCT2625400CE, symboltoken: 40881
    304. exchange: NFO, tradingsymbol: NIFTY06OCT2625400PE, symboltoken: 40882
    305. exchange: NFO, tradingsymbol: NIFTY06OCT2625450CE, symboltoken: 40883
    306. exchange: NFO, tradingsymbol: NIFTY06OCT2625450PE, symboltoken: 40884
    307. exchange: NFO, tradingsymbol: NIFTY06OCT2625500CE, symboltoken: 40885
    308. exchange: NFO, tradingsymbol: NIFTY06OCT2625500PE, symboltoken: 40886
    309. exchange: NFO, tradingsymbol: NIFTY06OCT2625550CE, symboltoken: 40887
    310. exchange: NFO, tradingsymbol: NIFTY06OCT2625550PE, symboltoken: 40889
    311. exchange: NFO, tradingsymbol: NIFTY06OCT2625600CE, symboltoken: 40890
    312. exchange: NFO, tradingsymbol: NIFTY06OCT2625600PE, symboltoken: 40891
    313. exchange: NFO, tradingsymbol: NIFTY06OCT2625650CE, symboltoken: 40892
    314. exchange: NFO, tradingsymbol: NIFTY06OCT2625650PE, symboltoken: 40893
    315. exchange: NFO, tradingsymbol: NIFTY06OCT2625700CE, symboltoken: 40894
    316. exchange: NFO, tradingsymbol: NIFTY06OCT2625700PE, symboltoken: 40897
    317. exchange: NFO, tradingsymbol: NIFTY06OCT2625750CE, symboltoken: 40902
    318. exchange: NFO, tradingsymbol: NIFTY06OCT2625750PE, symboltoken: 40903
    319. exchange: NFO, tradingsymbol: NIFTY06OCT2625800CE, symboltoken: 40904
    320. exchange: NFO, tradingsymbol: NIFTY06OCT2625800PE, symboltoken: 40915
    321. exchange: NFO, tradingsymbol: NIFTY06OCT2625850CE, symboltoken: 40916
    322. exchange: NFO, tradingsymbol: NIFTY06OCT2625850PE, symboltoken: 40924
    323. exchange: NFO, tradingsymbol: NIFTY06OCT2625900CE, symboltoken: 40928
    324. exchange: NFO, tradingsymbol: NIFTY06OCT2625900PE, symboltoken: 40941
    325. exchange: NFO, tradingsymbol: NIFTY06OCT2625950CE, symboltoken: 40942
    326. exchange: NFO, tradingsymbol: NIFTY06OCT2625950PE, symboltoken: 40943
    327. exchange: NFO, tradingsymbol: NIFTY06OCT2626000CE, symboltoken: 40944
    328. exchange: NFO, tradingsymbol: NIFTY06OCT2626000PE, symboltoken: 40945
    329. exchange: NFO, tradingsymbol: NIFTY06OCT2626050CE, symboltoken: 40946
    330. exchange: NFO, tradingsymbol: NIFTY06OCT2626050PE, symboltoken: 40947
    331. exchange: NFO, tradingsymbol: NIFTY06OCT2626100CE, symboltoken: 40948
    332. exchange: NFO, tradingsymbol: NIFTY06OCT2626100PE, symboltoken: 40949
    333. exchange: NFO, tradingsymbol: NIFTY06OCT2626150CE, symboltoken: 40950
    334. exchange: NFO, tradingsymbol: NIFTY06OCT2626150PE, symboltoken: 40951
    335. exchange: NFO, tradingsymbol: NIFTY06OCT2626200CE, symboltoken: 40952
    336. exchange: NFO, tradingsymbol: NIFTY06OCT2626200PE, symboltoken: 40953
    337. exchange: NFO, tradingsymbol: NIFTY06OCT2626250CE, symboltoken: 40954
    338. exchange: NFO, tradingsymbol: NIFTY06OCT2626250PE, symboltoken: 40955
    339. exchange: NFO, tradingsymbol: NIFTY06OCT2626300CE, symboltoken: 40956
    340. exchange: NFO, tradingsymbol: NIFTY06OCT2626300PE, symboltoken: 40957
    341. exchange: NFO, tradingsymbol: NIFTY06OCT2626350CE, symboltoken: 40958
    342. exchange: NFO, tradingsymbol: NIFTY06OCT2626350PE, symboltoken: 40959
    343. exchange: NFO, tradingsymbol: NIFTY06OCT2626400CE, symboltoken: 40960
    344. exchange: NFO, tradingsymbol: NIFTY06OCT2626400PE, symboltoken: 40961
    345. exchange: NFO, tradingsymbol: NIFTY06OCT2626450CE, symboltoken: 40962
    346. exchange: NFO, tradingsymbol: NIFTY06OCT2626450PE, symboltoken: 40963
    347. exchange: NFO, tradingsymbol: NIFTY06OCT2626500CE, symboltoken: 40964
    348. exchange: NFO, tradingsymbol: NIFTY06OCT2626500PE, symboltoken: 40967
    349. exchange: NFO, tradingsymbol: NIFTY06OCT2626550CE, symboltoken: 40968
    350. exchange: NFO, tradingsymbol: NIFTY06OCT2626550PE, symboltoken: 40969
    351. exchange: NFO, tradingsymbol: NIFTY06OCT2626600CE, symboltoken: 40970
    352. exchange: NFO, tradingsymbol: NIFTY06OCT2626600PE, symboltoken: 40971
    353. exchange: NFO, tradingsymbol: NIFTY06OCT2626650CE, symboltoken: 40972
    354. exchange: NFO, tradingsymbol: NIFTY06OCT2626650PE, symboltoken: 40973
    355. exchange: NFO, tradingsymbol: NIFTY06OCT2626700CE, symboltoken: 40974
    356. exchange: NFO, tradingsymbol: NIFTY06OCT2626700PE, symboltoken: 40977
    357. exchange: NFO, tradingsymbol: NIFTY06OCT2626750CE, symboltoken: 40978
    358. exchange: NFO, tradingsymbol: NIFTY06OCT2626750PE, symboltoken: 40979
    359. exchange: NFO, tradingsymbol: NIFTY06OCT2626800CE, symboltoken: 40982
    360. exchange: NFO, tradingsymbol: NIFTY06OCT2626800PE, symboltoken: 40983
    361. exchange: NFO, tradingsymbol: NIFTY06OCT2626850CE, symboltoken: 40984
    362. exchange: NFO, tradingsymbol: NIFTY06OCT2626850PE, symboltoken: 40987
    363. exchange: NFO, tradingsymbol: NIFTY06OCT2626900CE, symboltoken: 40988
    364. exchange: NFO, tradingsymbol: NIFTY06OCT2626900PE, symboltoken: 40993
    365. exchange: NFO, tradingsymbol: NIFTY06OCT2626950CE, symboltoken: 40994
    366. exchange: NFO, tradingsymbol: NIFTY06OCT2626950PE, symboltoken: 40995
    367. exchange: NFO, tradingsymbol: NIFTY06OCT2627000CE, symboltoken: 40996
    368. exchange: NFO, tradingsymbol: NIFTY06OCT2627000PE, symboltoken: 41003
    369. exchange: NFO, tradingsymbol: NIFTY06OCT2627050CE, symboltoken: 41004
    370. exchange: NFO, tradingsymbol: NIFTY06OCT2627050PE, symboltoken: 41005
    371. exchange: NFO, tradingsymbol: NIFTY06OCT2627100CE, symboltoken: 41006
    372. exchange: NFO, tradingsymbol: NIFTY06OCT2627100PE, symboltoken: 41007
    373. exchange: NFO, tradingsymbol: NIFTY06OCT2627150CE, symboltoken: 41008
    374. exchange: NFO, tradingsymbol: NIFTY06OCT2627150PE, symboltoken: 41009
    375. exchange: NFO, tradingsymbol: NIFTY06OCT2627200CE, symboltoken: 41010
    376. exchange: NFO, tradingsymbol: NIFTY06OCT2627200PE, symboltoken: 41011
    377. exchange: NFO, tradingsymbol: NIFTY06OCT2627250CE, symboltoken: 41012
    378. exchange: NFO, tradingsymbol: NIFTY06OCT2627250PE, symboltoken: 41013
    379. exchange: NFO, tradingsymbol: NIFTY06OCT2627300CE, symboltoken: 41014
    380. exchange: NFO, tradingsymbol: NIFTY06OCT2627300PE, symboltoken: 41020
    381. exchange: NFO, tradingsymbol: NIFTY06OCT2627350CE, symboltoken: 41021
    382. exchange: NFO, tradingsymbol: NIFTY06OCT2627350PE, symboltoken: 41022
    383. exchange: NFO, tradingsymbol: NIFTY06OCT2627400CE, symboltoken: 41023
    384. exchange: NFO, tradingsymbol: NIFTY06OCT2627400PE, symboltoken: 41024
    385. exchange: NFO, tradingsymbol: NIFTY06OCT2627450CE, symboltoken: 41025
    386. exchange: NFO, tradingsymbol: NIFTY06OCT2627450PE, symboltoken: 41026
    387. exchange: NFO, tradingsymbol: NIFTY06OCT2627500CE, symboltoken: 41027
    388. exchange: NFO, tradingsymbol: NIFTY06OCT2627500PE, symboltoken: 41028
    389. exchange: NFO, tradingsymbol: NIFTY06OCT2627550CE, symboltoken: 41029
    390. exchange: NFO, tradingsymbol: NIFTY06OCT2627550PE, symboltoken: 41030
    391. exchange: NFO, tradingsymbol: NIFTY06OCT2627600CE, symboltoken: 41034
    392. exchange: NFO, tradingsymbol: NIFTY06OCT2627600PE, symboltoken: 41035
    393. exchange: NFO, tradingsymbol: NIFTY06OCT2627650CE, symboltoken: 41045
    394. exchange: NFO, tradingsymbol: NIFTY06OCT2627650PE, symboltoken: 41046
    395. exchange: NFO, tradingsymbol: NIFTY06OCT2627700CE, symboltoken: 41047
    396. exchange: NFO, tradingsymbol: NIFTY06OCT2627700PE, symboltoken: 41048
    397. exchange: NFO, tradingsymbol: NIFTY06OCT2627750CE, symboltoken: 41057
    398. exchange: NFO, tradingsymbol: NIFTY06OCT2627750PE, symboltoken: 41058
    399. exchange: NFO, tradingsymbol: NIFTY06OCT2627800CE, symboltoken: 41061
    400. exchange: NFO, tradingsymbol: NIFTY06OCT2627800PE, symboltoken: 41062
    401. exchange: NFO, tradingsymbol: NIFTY06OCT2627850CE, symboltoken: 41063
    402. exchange: NFO, tradingsymbol: NIFTY06OCT2627850PE, symboltoken: 41064
    403. exchange: NFO, tradingsymbol: NIFTY06OCT2627900CE, symboltoken: 41065
    404. exchange: NFO, tradingsymbol: NIFTY06OCT2627900PE, symboltoken: 41066
    405. exchange: NFO, tradingsymbol: NIFTY06OCT2627950CE, symboltoken: 41067
    406. exchange: NFO, tradingsymbol: NIFTY06OCT2627950PE, symboltoken: 41068
    407. exchange: NFO, tradingsymbol: NIFTY06OCT2628000CE, symboltoken: 41069
    408. exchange: NFO, tradingsymbol: NIFTY06OCT2628000PE, symboltoken: 41070
    409. exchange: NFO, tradingsymbol: NIFTY06OCT2628050CE, symboltoken: 41073
    410. exchange: NFO, tradingsymbol: NIFTY06OCT2628050PE, symboltoken: 41074
    411. exchange: NFO, tradingsymbol: NIFTY06OCT2628100CE, symboltoken: 41077
    412. exchange: NFO, tradingsymbol: NIFTY06OCT2628100PE, symboltoken: 41078
    413. exchange: NFO, tradingsymbol: NIFTY06OCT2628150CE, symboltoken: 41079
    414. exchange: NFO, tradingsymbol: NIFTY06OCT2628150PE, symboltoken: 41080
    415. exchange: NFO, tradingsymbol: NIFTY06OCT2628200CE, symboltoken: 41084
    416. exchange: NFO, tradingsymbol: NIFTY06OCT2628200PE, symboltoken: 41085
    417. exchange: NFO, tradingsymbol: NIFTY06OCT2628250CE, symboltoken: 41086
    418. exchange: NFO, tradingsymbol: NIFTY06OCT2628250PE, symboltoken: 41087
    419. exchange: NFO, tradingsymbol: NIFTY06OCT2628300CE, symboltoken: 41088
    420. exchange: NFO, tradingsymbol: NIFTY06OCT2628300PE, symboltoken: 41089
    421. exchange: NFO, tradingsymbol: NIFTY06OCT2628350CE, symboltoken: 41090
    422. exchange: NFO, tradingsymbol: NIFTY06OCT2628350PE, symboltoken: 41093
    423. exchange: NFO, tradingsymbol: NIFTY06OCT2628400CE, symboltoken: 41094
    424. exchange: NFO, tradingsymbol: NIFTY06OCT2628400PE, symboltoken: 41097
    425. exchange: NFO, tradingsymbol: NIFTY06OCT2628450CE, symboltoken: 41098
    426. exchange: NFO, tradingsymbol: NIFTY06OCT2628450PE, symboltoken: 41099
    427. exchange: NFO, tradingsymbol: NIFTY06OCT2628500CE, symboltoken: 41100
    428. exchange: NFO, tradingsymbol: NIFTY06OCT2628500PE, symboltoken: 41101
    429. exchange: NFO, tradingsymbol: NIFTY06OCT2628550CE, symboltoken: 41103
    430. exchange: NFO, tradingsymbol: NIFTY06OCT2628550PE, symboltoken: 41104
    431. exchange: NFO, tradingsymbol: NIFTY06OCT2628600CE, symboltoken: 41105
    432. exchange: NFO, tradingsymbol: NIFTY06OCT2628600PE, symboltoken: 41106
    433. exchange: NFO, tradingsymbol: NIFTY06OCT2628650CE, symboltoken: 41107
    434. exchange: NFO, tradingsymbol: NIFTY06OCT2628650PE, symboltoken: 41108
    435. exchange: NFO, tradingsymbol: NIFTY06OCT2628700CE, symboltoken: 41111
    436. exchange: NFO, tradingsymbol: NIFTY06OCT2628700PE, symboltoken: 41112
    437. exchange: NFO, tradingsymbol: NIFTY06OCT2628750CE, symboltoken: 41113
    438. exchange: NFO, tradingsymbol: NIFTY06OCT2628750PE, symboltoken: 41114
    439. exchange: NFO, tradingsymbol: NIFTY06OCT2628800CE, symboltoken: 41115
    440. exchange: NFO, tradingsymbol: NIFTY06OCT2628800PE, symboltoken: 41116
    441. exchange: NFO, tradingsymbol: NIFTY06OCT2628850CE, symboltoken: 41117
    442. exchange: NFO, tradingsymbol: NIFTY06OCT2628850PE, symboltoken: 41118
    443. exchange: NFO, tradingsymbol: NIFTY06OCT2628900CE, symboltoken: 41127
    444. exchange: NFO, tradingsymbol: NIFTY06OCT2628900PE, symboltoken: 41128
    445. exchange: NFO, tradingsymbol: NIFTY06OCT2628950CE, symboltoken: 41133
    446. exchange: NFO, tradingsymbol: NIFTY06OCT2628950PE, symboltoken: 41134
    447. exchange: NFO, tradingsymbol: NIFTY06OCT2629000CE, symboltoken: 41135
    448. exchange: NFO, tradingsymbol: NIFTY06OCT2629000PE, symboltoken: 41136
    449. exchange: NFO, tradingsymbol: NIFTY06OCT2629050CE, symboltoken: 41137
    450. exchange: NFO, tradingsymbol: NIFTY06OCT2629050PE, symboltoken: 41138
    451. exchange: NFO, tradingsymbol: NIFTY06OCT2629100CE, symboltoken: 41139
    452. exchange: NFO, tradingsymbol: NIFTY06OCT2629100PE, symboltoken: 41140
    453. exchange: NFO, tradingsymbol: NIFTY06OCT2629150CE, symboltoken: 41141
    454. exchange: NFO, tradingsymbol: NIFTY06OCT2629150PE, symboltoken: 41142
    455. exchange: NFO, tradingsymbol: NIFTY06OCT2629200CE, symboltoken: 41143
    456. exchange: NFO, tradingsymbol: NIFTY06OCT2629200PE, symboltoken: 41144
    457. exchange: NFO, tradingsymbol: NIFTY06OCT2629250CE, symboltoken: 41147
    458. exchange: NFO, tradingsymbol: NIFTY06OCT2629250PE, symboltoken: 41148
    459. exchange: NFO, tradingsymbol: NIFTY06OCT2629300CE, symboltoken: 41151
    460. exchange: NFO, tradingsymbol: NIFTY06OCT2629300PE, symboltoken: 41152
    461. exchange: NFO, tradingsymbol: NIFTY13OCT2617850CE, symboltoken: 46929
    462. exchange: NFO, tradingsymbol: NIFTY13OCT2617850PE, symboltoken: 46930
    463. exchange: NFO, tradingsymbol: NIFTY13OCT2617900CE, symboltoken: 46931
    464. exchange: NFO, tradingsymbol: NIFTY13OCT2617900PE, symboltoken: 46932
    465. exchange: NFO, tradingsymbol: NIFTY13OCT2617950CE, symboltoken: 46933
    466. exchange: NFO, tradingsymbol: NIFTY13OCT2617950PE, symboltoken: 46934
    467. exchange: NFO, tradingsymbol: NIFTY13OCT2618000CE, symboltoken: 46935
    468. exchange: NFO, tradingsymbol: NIFTY13OCT2618000PE, symboltoken: 46936
    469. exchange: NFO, tradingsymbol: NIFTY13OCT2618050CE, symboltoken: 46937
    470. exchange: NFO, tradingsymbol: NIFTY13OCT2618050PE, symboltoken: 46938
    471. exchange: NFO, tradingsymbol: NIFTY13OCT2618100CE, symboltoken: 46939
    472. exchange: NFO, tradingsymbol: NIFTY13OCT2618100PE, symboltoken: 46940
    473. exchange: NFO, tradingsymbol: NIFTY13OCT2618150CE, symboltoken: 45891
    474. exchange: NFO, tradingsymbol: NIFTY13OCT2618150PE, symboltoken: 45892
    475. exchange: NFO, tradingsymbol: NIFTY13OCT2618200CE, symboltoken: 42498
    476. exchange: NFO, tradingsymbol: NIFTY13OCT2618200PE, symboltoken: 42499
    477. exchange: NFO, tradingsymbol: NIFTY13OCT2618250CE, symboltoken: 42502
    478. exchange: NFO, tradingsymbol: NIFTY13OCT2618250PE, symboltoken: 42503
    479. exchange: NFO, tradingsymbol: NIFTY13OCT2618300CE, symboltoken: 42504
    480. exchange: NFO, tradingsymbol: NIFTY13OCT2618300PE, symboltoken: 42505
    481. exchange: NFO, tradingsymbol: NIFTY13OCT2618350CE, symboltoken: 42506
    482. exchange: NFO, tradingsymbol: NIFTY13OCT2618350PE, symboltoken: 42507
    483. exchange: NFO, tradingsymbol: NIFTY13OCT2618400CE, symboltoken: 44330
    484. exchange: NFO, tradingsymbol: NIFTY13OCT2618400PE, symboltoken: 44331
    485. exchange: NFO, tradingsymbol: NIFTY13OCT2618450CE, symboltoken: 44332
    486. exchange: NFO, tradingsymbol: NIFTY13OCT2618450PE, symboltoken: 44333
    487. exchange: NFO, tradingsymbol: NIFTY13OCT2618500CE, symboltoken: 44334
    488. exchange: NFO, tradingsymbol: NIFTY13OCT2618500PE, symboltoken: 44335
    489. exchange: NFO, tradingsymbol: NIFTY13OCT2618550CE, symboltoken: 44336
    490. exchange: NFO, tradingsymbol: NIFTY13OCT2618550PE, symboltoken: 44337
    491. exchange: NFO, tradingsymbol: NIFTY13OCT2618600CE, symboltoken: 44338
    492. exchange: NFO, tradingsymbol: NIFTY13OCT2618600PE, symboltoken: 44339
    493. exchange: NFO, tradingsymbol: NIFTY13OCT2618650CE, symboltoken: 44340
    494. exchange: NFO, tradingsymbol: NIFTY13OCT2618650PE, symboltoken: 44345
    495. exchange: NFO, tradingsymbol: NIFTY13OCT2618700CE, symboltoken: 44346
    496. exchange: NFO, tradingsymbol: NIFTY13OCT2618700PE, symboltoken: 44351
    497. exchange: NFO, tradingsymbol: NIFTY13OCT2618750CE, symboltoken: 44352
    498. exchange: NFO, tradingsymbol: NIFTY13OCT2618750PE, symboltoken: 44353
    499. exchange: NFO, tradingsymbol: NIFTY13OCT2618800CE, symboltoken: 44354
    500. exchange: NFO, tradingsymbol: NIFTY13OCT2618800PE, symboltoken: 44355
    501. exchange: NFO, tradingsymbol: NIFTY13OCT2618850CE, symboltoken: 44356
    502. exchange: NFO, tradingsymbol: NIFTY13OCT2618850PE, symboltoken: 44361
    503. exchange: NFO, tradingsymbol: NIFTY13OCT2618900CE, symboltoken: 44362
    504. exchange: NFO, tradingsymbol: NIFTY13OCT2618900PE, symboltoken: 44363
    505. exchange: NFO, tradingsymbol: NIFTY13OCT2618950CE, symboltoken: 44364
    506. exchange: NFO, tradingsymbol: NIFTY13OCT2618950PE, symboltoken: 44365
